0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19 :1510
15,10,14,7,8,13,0,2,5,17,16,19,9,1,3,18,4,11,12,6 :1520
11,4,0,14,7,8,2,1,3,17,13,16,18,5,19,9,10,12,6,15 :1574

3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
4,0,1,11,13,7,15,14,5,17,16,19,9,6,18,8,10,12,3,2 :1381
14,11,3,4,19,9,0,13,1,7,15,5,6,17,18,8,16,10,12,2 :1389
11,3,9,0,15,10,14,19,4,7,16,1,13,6,17,18,8,5,12,2 :1394
15,3,4,19,9,0,11,13,1,7,6,14,5,17,16,10,12,18,8,2 :1411
19,3,9,5,4,0,11,13,1,7,16,6,18,8,17,12,2,14,15,10 :1417
5,18,2,0,15,10,14,19,4,7,16,1,13,12,9,8,3,11,6,17 :1418
3,9,0,11,15,10,14,19,4,7,16,1,13,12,6,17,18,8,5,2 :1420
14,3,4,11,1,7,17,19,8,13,2,0,5,15,10,16,12,9,6,18 :1437
14,3,4,19,9,0,11,13,1,7,2,5,15,10,16,12,17,6,18,8 :1442
18,1,4,11,13,7,15,14,5,17,16,19,9,0,2,10,12,6,8,3 :1452
11,2,0,5,15,10,14,19,4,7,3,9,13,1,6,17,18,8,16,12 :1494
11,13,7,18,1,4,6,2,5,17,0,19,9,15,14,10,12,16,3,8 :1497
4,15,14,5,9,0,11,13,1,7,3,19,6,17,18,8,16,10,12,2 :1501
2,5,15,10,9,0,11,13,1,7,6,17,18,8,14,19,4,16,12,3 :1534
5,2,15,4,19,9,0,13,1,7,6,17,18,10,14,16,12,8,3,11 :1571

3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
11,3,10,14,19,9,0,13,1,7,15,5,6,17,4,16,18,8,12,2 :1375
3,4,0,11,15,14,19,9,10,7,16,1,13,6,17,18,8,5,12,2 :1394
14,3,4,19,9,11,0,13,1,7,15,5,6,17,18,8,2,10,16,12 :1402
11,3,9,0,15,10,14,19,4,7,16,1,13,6,5,17,18,8,12,2 :1404
11,3,0,15,14,4,7,13,5,17,16,19,9,10,1,6,18,8,12,2 :1413
3,4,0,15,14,5,11,13,1,7,16,6,18,8,17,12,19,9,10,2 :1442
18,4,6,17,0,19,11,13,1,7,2,5,15,10,16,12,9,14,3,8 :1487
14,3,4,19,9,0,11,13,1,7,2,5,15,10,16,12,6,17,18,8 :1495
19,3,9,5,4,0,11,13,1,7,18,6,2,17,15,14,10,12,16,8 :1500
3,4,11,13,1,7,6,2,5,17,0,19,9,15,14,10,16,12,18,8 :1528
11,13,7,18,1,4,6,2,5,17,19,3,9,0,16,8,12,14,15,10 :1562

3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
11,3,0,4,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1374
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
11,3,0,13,6,7,15,14,5,17,16,19,9,10,1,4,18,8,12,2 :1401
11,3,14,19,9,0,13,4,1,7,15,5,6,17,18,8,2,10,16,12 :1402
3,4,0,11,13,7,15,14,5,17,10,19,9,1,6,16,18,8,12,2 :1405
3,15,4,19,9,0,11,13,1,7,2,5,14,17,16,10,6,18,8,12 :1409
3,4,0,11,13,7,15,14,5,17,16,19,9,1,2,10,12,6,18,8 :1411
3,0,11,15,14,4,7,13,5,17,16,19,9,10,1,6,18,8,12,2 :1413
3,4,14,17,19,0,11,13,1,7,2,5,15,10,16,9,6,18,8,12 :1414
3,4,10,14,19,9,0,13,1,7,15,5,11,17,16,6,18,8,12,2 :1417
3,4,14,19,9,0,11,13,1,7,2,5,15,17,16,6,18,8,10,12 :1444
3,11,14,16,19,9,0,13,1,7,15,5,6,17,4,10,18,8,12,2 :1448
14,3,19,9,11,0,13,2,1,7,15,5,6,17,4,16,18,8,10,12 :1451
3,9,0,15,14,4,7,13,5,17,16,19,11,1,2,10,12,6,18,8 :1475

3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,10,16,19,9,1,6,18,8,12,2 :1352
3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1370
11,3,14,19,9,0,13,4,1,7,15,5,17,16,10,6,18,8,12,2 :1376
11,3,0,4,13,7,15,14,5,17,16,19,9,1,6,18,8,2,10,12 :1384
3,10,11,14,9,0,13,4,1,7,15,5,6,17,16,19,18,8,12,2 :1388
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,19,9,0,11,15,13,1,7,2,5,14,17,16,10,6,18,8,12 :1409
3,15,4,19,9,0,11,13,1,7,2,10,14,5,17,16,6,18,8,12 :1417
3,10,0,11,13,7,15,14,5,17,16,4,19,9,1,2,6,18,8,12 :1433
11,3,0,4,16,7,15,14,5,17,10,19,9,1,6,18,8,2,13,12 :1434
3,4,19,9,0,11,14,13,1,7,2,5,15,17,16,6,18,10,8,12 :1450
3,15,4,0,16,13,7,11,5,17,2,19,9,10,1,6,18,8,14,12 :1470

3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,10,11,0,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,10,16,19,9,1,6,18,8,12,2 :1352
3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
11,3,0,13,4,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,12,2 :1370
11,3,0,13,4,7,15,14,5,17,16,19,9,10,1,6,18,8,12,2 :1374
3,0,4,11,13,7,15,14,5,17,16,19,9,1,10,6,18,8,12,2 :1374
3,10,0,11,14,9,13,4,1,7,15,5,6,17,16,19,18,8,12,2 :1388
3,0,11,13,4,15,7,5,14,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,0,11,13,14,19,9,4,1,7,15,5,17,16,10,6,18,8,12,2 :1400
3,11,14,19,9,0,13,4,1,7,15,5,17,16,10,6,18,8,12,2 :1404
3,11,14,19,9,0,13,4,1,7,15,5,17,16,6,18,8,10,12,2 :1404
3,4,0,11,13,7,15,5,2,17,14,16,19,9,1,6,18,8,12,10 :1428
3,15,4,0,16,13,7,11,5,17,2,19,9,10,1,6,18,8,14,12 :1470

3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,10,11,0,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1346
11,3,0,13,4,7,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1347
3,10,0,11,13,7,15,14,5,17,16,19,9,4,1,6,18,8,12,2 :1352
3,4,0,11,13,7,15,14,5,17,10,16,19,9,1,6,18,8,12,2 :1352
3,10,0,11,13,7,15,14,5,17,16,19,9,1,6,4,18,8,12,2 :1365
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,18,8,10,2,12 :1375
3,0,11,13,6,7,15,14,5,17,16,19,9,10,1,4,18,8,12,2 :1379
3,0,11,13,4,15,7,5,14,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,10,0,11,13,4,15,14,5,17,16,19,9,1,6,18,7,8,12,2 :1395
3,0,11,14,9,18,13,4,1,7,15,5,6,17,16,19,8,10,12,2 :1399
3,11,14,19,9,0,13,4,1,7,15,5,17,16,6,18,8,10,12,2 :1404
3,4,0,11,13,7,15,5,2,17,14,16,19,9,1,6,18,8,12,10 :1428
3,0,17,11,14,9,13,4,1,7,15,5,6,16,19,18,8,10,12,2 :1481
3,4,0,17,13,7,15,14,5,2,19,9,1,16,6,18,8,10,12,11 :1486

3,4,0,11,13,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,10,11,0,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1346
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1346
3,10,0,11,13,7,15,14,5,17,16,19,9,1,4,6,18,8,12,2 :1350
3,10,0,11,13,4,15,14,5,17,16,19,7,9,1,6,18,8,12,2 :1356
3,0,11,7,13,4,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1370
3,10,0,11,13,4,15,14,5,17,16,7,19,9,1,6,18,8,12,2 :1373
3,0,11,14,10,19,13,4,1,7,15,5,17,16,6,18,9,8,12,2 :1376
3,11,14,10,19,4,13,12,1,7,15,5,17,16,6,9,18,8,0,2 :1380
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,11,0,13,4,7,15,14,5,17,16,19,9,1,6,2,10,18,8,12 :1393
3,4,0,11,13,7,15,14,5,17,16,19,9,1,6,2,10,12,18,8 :1393
3,0,11,13,14,19,9,4,1,7,15,5,17,16,6,18,8,2,10,12 :1400
3,4,0,11,13,7,15,14,5,17,16,6,19,9,10,1,18,8,12,2 :1427
17,4,0,11,13,7,15,3,5,14,16,10,19,9,1,6,18,8,2,12 :1439

3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,14,10,19,4,13,12,1,7,15,5,11,17,16,9,6,18,8,2 :1337
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,0,11,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,4,0,11,13,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,11,0,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,5,7,17,14,16,19,9,1,6,18,8,12,2 :1344
3,11,0,13,4,7,15,14,5,17,16,19,9,1,6,10,18,8,12,2 :1346
3,19,0,11,13,7,15,2,5,17,16,10,4,12,1,6,14,18,8,9 :1361
3,11,14,10,4,13,12,15,5,17,16,19,7,9,1,6,18,8,0,2 :1362
3,4,12,11,13,7,15,14,5,17,16,10,19,1,6,9,18,8,0,2 :1372
3,10,0,11,13,4,15,5,14,17,16,7,19,9,1,6,18,8,12,2 :1373
3,10,0,11,13,4,14,19,1,7,15,5,17,16,6,9,18,8,12,2 :1374
3,4,0,11,13,17,15,14,5,10,16,7,19,9,1,6,18,8,12,2 :1389
3,4,0,11,12,13,15,14,5,17,16,19,9,1,6,2,10,18,8,7 :1393
10,4,0,11,3,7,15,14,5,17,16,13,19,9,1,6,2,12,18,8 :1418

3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,10,0,11,13,4,19,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,14,10,19,4,13,12,1,7,15,5,11,17,16,9,6,18,8,2 :1337
3,11,0,13,4,7,15,10,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,11,0,10,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,11,0,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,12,2 :1343
3,10,0,11,13,4,15,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
0,12,11,13,4,7,15,14,5,17,16,10,19,9,1,6,18,8,3,2 :1345
3,0,12,11,13,7,15,14,5,17,16,10,4,19,9,1,6,18,8,2 :1349
3,0,12,11,13,7,15,14,5,17,16,10,4,19,9,1,6,18,8,2 :1349
14,10,0,11,13,4,15,5,7,3,17,19,12,1,16,9,6,18,8,2 :1356
3,12,0,13,4,7,15,14,5,17,16,10,11,19,1,6,9,18,8,2 :1364
3,0,11,13,4,15,7,14,1,5,16,10,19,9,17,6,18,8,12,2 :1376
3,0,11,10,4,13,12,5,7,17,14,16,19,9,1,6,18,15,8,2 :1407

3,0,10,19,4,1,13,12,11,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,4,10,19,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,4,13,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,10,0,11,13,4,19,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,13,7,15,5,14,12,17,16,10,4,19,9,1,6,18,8,2 :1336
3,0,10,19,4,13,14,12,1,7,15,5,11,17,16,9,6,18,8,2 :1337
3,0,4,14,10,19,13,12,1,7,15,5,11,17,16,9,6,18,8,2 :1337
3,0,4,13,7,11,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1338
3,11,0,13,4,15,10,7,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,0,11,13,4,15,7,10,5,17,14,16,19,9,1,6,18,8,12,2 :1343
3,0,19,11,13,7,15,14,5,17,16,10,4,9,1,6,18,8,12,2 :1343
3,0,11,13,7,15,5,10,4,17,14,16,19,9,1,6,18,8,12,2 :1343
3,11,0,10,13,4,15,7,5,17,14,12,16,19,9,1,6,18,8,2 :1352
2,0,12,13,4,7,15,10,5,17,14,16,19,11,9,1,6,3,8,18 :1455

3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,4,13,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,15,7,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,4,13,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,9,1,6,18,8,2 :1334
3,0,11,13,4,15,7,10,5,17,14,16,19,9,12,1,6,18,8,2 :1334
3,0,4,13,7,11,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1338
3,0,4,13,10,19,14,12,1,7,15,5,11,17,16,9,6,18,8,2 :1341
12,11,0,10,19,4,13,8,1,7,15,5,17,14,16,9,6,18,3,2 :1387
3,0,4,1,7,11,15,14,5,17,16,10,19,12,13,9,6,18,8,2 :1391
3,0,16,10,4,1,13,12,11,7,15,5,17,14,19,9,6,18,8,2 :1393
3,0,4,13,7,11,15,10,5,17,14,16,19,9,1,6,18,12,8,2 :1394
2,0,12,13,4,7,15,10,5,17,14,16,19,11,9,1,6,3,8,18 :1455

3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,15,7,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,14,17,16,9,6,18,8,2 :1326
3,0,4,13,11,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,14,11,13,4,7,15,12,5,17,16,10,19,0,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,14,5,17,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,13,4,15,7,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,4,13,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,15,7,10,5,17,14,19,12,1,16,9,6,18,8,2 :1344
3,0,11,13,9,15,7,4,5,17,16,10,19,12,1,14,6,18,8,2 :1362
3,0,4,16,10,1,13,12,11,7,15,5,17,14,19,9,6,18,8,2 :1393

3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,14,17,16,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,14,17,16,9,6,18,8,2 :1326
3,11,13,4,7,15,0,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,0,11,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,7,15,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,17,14,16,9,6,18,8,2 :1326
3,0,11,13,4,15,7,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,0,10,19,4,13,12,1,7,15,5,14,17,16,9,6,18,8,2 :1326
3,11,0,13,4,15,7,14,5,17,16,10,19,12,1,9,6,18,8,2 :1326
3,11,13,4,12,10,19,0,1,7,15,5,14,17,16,9,6,18,8,2 :1326
